metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
longest,non-normal,294056.3879952966,122396.42505038694,287067.0,200014.25,356679.5,156665.25,36433.0,867469.0,70794.205,639983.4299999998,70794.2,639983.43,Campylobacter_jejuni,90148,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3035679473643342,0.0011187112664251,0.303743,0.302766,0.304454,0.001688,0.2934,0.314373,0.300597735,0.3057999999999999,0.3006,0.3085,Campylobacter_jejuni,90148,454,non-normal,0.3043047995594713,0.0012497014222787,0.304608,0.3034905,0.3052815,0.0017909999999999,0.30087,0.308493,0.30127673,0.30650694,0.3334112929125458,2.7145029759250912e-45,0.0007379471722858
Completeness_Specific,non-normal,99.9938429027821,0.0067895186785269,99.99,99.99,100.0,0.0100000000000051,99.85,100.0,99.97,100.0,95.69,100.0,Campylobacter_jejuni,90148,454,non-normal,99.27861233480178,0.533781757137821,99.44,99.19,99.59,0.4000000000000057,95.69,99.9,96.6465,99.81,0.9999445356524824,0.0,0.7152305679803272
Contamination,non-normal,0.0687063495585038,0.0565529442823739,0.05,0.04,0.08,0.04,0.0,0.93,0.01,0.32,0.01,9.65,Campylobacter_jejuni,90148,452,non-normal,0.2347566371681416,0.4770347041003673,0.16,0.16,0.24,0.0799999999999999,0.1,9.65,0.16,1.1960500000000014,0.9119288006625094,0.0,0.1660502876096374
Total_Coding_Sequences,non-normal,1785.0352198606736,92.1772339988884,1776.0,1713.0,1844.0,131.0,1556.0,2197.0,1618.0,2038.0,1618.0,2109.0,Campylobacter_jejuni,90148,454,non-normal,1777.876651982379,80.34755303466696,1755.0,1718.0,1822.25,104.25,1637.0,2109.0,1653.0,2040.29,0.082165177615899,0.0042073631618949,14.969757465892116
Genome_Size,non-normal,1696598.3941074675,61157.142316244026,1689915.5,1647301.0,1739087.0,91786.0,1527257.0,1968638.0,1586586.0,1860443.83,1567232.0,1943896.0,Campylobacter_jejuni,90148,454,non-normal,1698166.4669603524,67240.34810030203,1680288.5,1642543.75,1744400.5,101856.75,1567232.0,1943896.0,1602883.515,1905213.045,0.0745932924008077,0.012395599317664,9401.14769886974
N50,non-normal,382182.6645056726,216885.95787653467,324880.0,234611.0,488501.0,253890.0,21572.0,1398127.0,31530.92,1067561.4399999983,31530.92,1067561.44,Staphylococcus_argenteus,617,0,,,,,,,,,,,,,,
number,non-normal,43.0356564019449,30.243935742632253,36.0,26.0,51.0,25.0,14.0,274.0,16.08,239.5599999999993,16.08,239.56,Staphylococcus_argenteus,617,0,,,,,,,,,,,,,,
longest,non-normal,719823.6677471637,319527.632445376,690135.0,438498.0,926834.0,488336.0,82993.0,1399563.0,101663.48,1396689.2,101663.48,1396689.2,Staphylococcus_argenteus,617,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3226637633711507,0.0004054730583615,0.322669,0.322385,0.322953,0.0005679999999999,0.3216839999999999,0.325492,0.3218256399999999,0.32377892,0.3218,0.3249,Staphylococcus_argenteus,617,17,normal,0.3239483529411765,0.0004117592016438,0.32388,0.323602,0.324192,0.0005899999999999,0.323292,0.324896,0.32330776,0.32487112,0.9643435980551054,1.0430638877033994e-22,0.0012865214987129
Completeness_Specific,non-normal,99.9988978930308,0.0031828570544537,100.0,100.0,100.0,0.0,99.98,100.0,99.99,100.0,98.52,100.0,Staphylococcus_argenteus,617,17,non-normal,99.09176470588235,0.2041693441907151,99.22,99.03,99.22,0.1899999999999977,98.52,99.22,98.5312,99.22,1.0,2.0443767845065977e-33,0.9071331871484424
Contamination,non-normal,0.2175688816855753,0.1384994445718951,0.18,0.13,0.25,0.12,0.05,1.39,0.06,0.75,0.06,0.75,Staphylococcus_argenteus,617,17,non-normal,0.1047058823529411,0.0988235294117647,0.08,0.08,0.08,0.0,0.08,0.5,0.08,0.4664,0.9071408141862904,4.692839827720978e-17,0.113770616836686
Total_Coding_Sequences,non-normal,2572.2674230145867,63.38428084845005,2575.0,2525.0,2610.0,85.0,2420.0,2797.0,2423.0,2759.92,2423.0,2807.0,Staphylococcus_argenteus,617,17,normal,2684.764705882353,57.78411079360495,2683.0,2654.0,2720.0,66.0,2584.0,2807.0,2584.0,2803.88,0.7186576413385452,3.936580626127365e-09,112.49728286776622
Genome_Size,normal,2768662.1539708264,43950.28355197292,2765935.0,2737981.0,2795876.0,57895.0,2655419.0,2916191.0,2656647.12,2868489.56,2656647.12,2872664.0,Staphylococcus_argenteus,617,17,normal,2782895.823529412,45901.29942186732,2787638.0,2750811.0,2818859.0,68048.0,2697792.0,2872664.0,2698609.52,2869785.28,0.2170845647821527,0.3625361798265559,15622.48450757937
N50,non-normal,262713.57964257966,115909.72017001377,237988.0,178154.0,334598.5,156444.5,50521.0,718265.0,64040.48,621074.7799999986,64040.48,621074.78,Vibrio_vulnificus,1287,0,,,,,,,,,,,,,,
number,non-normal,150.15306915306914,46.30845574331844,141.0,117.0,176.0,59.0,58.0,343.0,69.86,303.4199999999996,69.86,303.42,Vibrio_vulnificus,1287,0,,,,,,,,,,,,,,
longest,non-normal,690191.9867909868,318026.5122502862,607628.0,466410.0,863701.0,397291.0,160617.0,1801818.0,206859.42,1755400.8899999994,206859.42,1755400.89,Vibrio_vulnificus,1287,0,,,,,,,,,,,,,,
GC_Content,normal,0.4666978104118104,0.0011573359327942,0.466693,0.4659305,0.4675209999999999,0.0015904999999999,0.463039,0.470006,0.4635442999999999,0.4694378,0.4535,0.4694,Vibrio_vulnificus,1287,30,non-normal,0.466356,0.0035954528782894,0.467339,0.46664225,0.46806375,0.0014214999999999,0.453513,0.469314,0.453564185,0.46924701,0.2671328671328671,0.0244816788130098,0.0012348049728049
Completeness_Specific,non-normal,99.99960372960372,0.0142105901309884,100.0,100.0,100.0,0.0,99.49,100.0,100.0,100.0,97.12,100.0,Vibrio_vulnificus,1287,30,normal,98.577,0.7874310551830338,98.495,98.13,99.265,1.1350000000000051,97.12,99.64,97.1229,99.63565,0.9992229992229992,5.929355495576789e-60,1.4226037296037308
Contamination,non-normal,0.0903418803418803,0.0885471510470363,0.07,0.04,0.11,0.07,0.0,0.78,0.0,0.6,0.0,5.02,Vibrio_vulnificus,1287,30,non-normal,1.5516666666666663,1.0268173590706813,1.315,0.9325,1.7,0.7675,0.42,5.02,0.43305,4.98665,0.986013986013986,1.398149103040855e-48,1.4613247863247862
Total_Coding_Sequences,non-normal,4445.029526029526,136.103235870075,4419.0,4352.5,4510.0,157.5,4154.0,4998.0,4223.29,4939.139999999999,4223.29,5771.0,Vibrio_vulnificus,1287,30,non-normal,4662.933333333333,318.06916787949683,4555.5,4510.0,4700.25,190.25,4401.0,5771.0,4401.29,5766.505,0.5288267288267289,3.6531758188798107e-08,217.9038073038073
Genome_Size,non-normal,4983910.905982906,122453.6853626878,4959831.0,4905029.0,5044586.5,139557.5,4636345.0,5462376.0,4754786.0,5427877.47,4754786.0,6067960.0,Vibrio_vulnificus,1287,30,non-normal,5176046.166666667,257774.21670033684,5097282.0,5022023.5,5228529.0,206505.5,4954048.0,6067960.0,4957059.215,6060862.105,0.5255633255633255,4.6598109051970034e-08,192135.2606837607
N50,non-normal,20593.23239654108,1764.844820942597,20748.0,20268.75,21228.0,959.25,9143.0,23834.0,11752.375,23245.0,11752.38,23245.0,Bordetella_pertussis,6476,0,,,,,,,,,,,,,,
number,non-normal,310.63604076590485,38.25442916639863,302.0,292.0,317.0,25.0,263.0,686.0,269.0,544.0,269.0,544.0,Bordetella_pertussis,6476,0,,,,,,,,,,,,,,
longest,non-normal,72518.40009264978,3880.113602579859,73517.0,73456.0,73535.0,79.0,35860.0,106830.0,46653.375,76384.625,46653.38,76384.62,Bordetella_pertussis,6476,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6781195443174798,0.0005100680013586,0.6780405,0.677732,0.678448,0.000716,0.6728959999999999,0.679545,0.676107125,0.6792695,0.6761,0.6793,Bordetella_pertussis,6476,678,non-normal,0.6770688584070796,7.75105322282849e-05,0.67706,0.677037,0.677084,4.700000000001925e-05,0.676812,0.678183,0.67688054,0.677540885,0.9608848464309336,1.1e-322,0.0010714787365557
Completeness_Specific,non-normal,99.8874212476838,0.4135356773728351,99.95,99.94,99.96,0.019999999999996,94.07,99.99,96.1075,99.98,91.86,99.98,Bordetella_pertussis,6476,678,non-normal,97.05345132743363,0.5105681431032728,97.13,97.02,97.24,0.2199999999999988,91.86,98.36,93.8516,98.35,0.987183446571958,2e-323,2.833969920250127
Contamination,non-normal,0.938851142680667,0.2054166334139694,0.89,0.81,0.91,0.0999999999999999,0.51,2.31,0.67,1.65,0.31,7.67,Bordetella_pertussis,6476,678,non-normal,0.5683480825958701,0.4950384357600977,0.51,0.51,0.51,0.0,0.31,7.67,0.34155,4.05615,0.9607573049389532,1.14e-322,0.4448127690897727
Total_Coding_Sequences,non-normal,3830.841723285979,113.85055897369963,3909.0,3725.0,3935.0,210.0,3634.0,4280.0,3662.0,4012.625,3662.0,4247.0,Bordetella_pertussis,6476,678,non-normal,3962.0958702064895,27.158031142024587,3952.0,3943.0,3980.0,37.0,3905.0,4247.0,3920.77,4121.38,0.7223230407349305,7.563e-320,131.2646472293433
Genome_Size,non-normal,3858743.1866893135,17950.83813807511,3861312.0,3853910.5,3869735.5,15825.0,3736799.0,4015029.0,3775413.875,3909192.375,3775413.88,4386396.0,Bordetella_pertussis,6476,678,non-normal,4111228.634218289,21871.34688894148,4107402.0,4105314.25,4110580.0,5265.75,4043846.0,4386396.0,4082555.62,4279794.3950000005,1.0,0.0,252485.4475289747
N50,non-normal,299890.6538461539,106830.9532469738,321640.0,212696.0,327834.0,115138.0,16217.0,748236.0,63427.565,677178.2499999985,63427.56,677178.25,Stutzerimonas_stutzeri,260,0,,,,,,,,,,,,,,
number,non-normal,79.15384615384616,71.77303559870695,67.0,62.0,80.0,18.0,13.0,825.0,23.475,609.8699999999934,23.48,609.87,Stutzerimonas_stutzeri,260,0,,,,,,,,,,,,,,
longest,non-normal,743675.8730769231,265388.5629945763,782591.0,489680.5,1052944.0,563263.5,86153.0,1229227.0,191850.435,1193309.9799999988,191850.44,1193309.98,Stutzerimonas_stutzeri,260,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6373964038461538,0.0055520555294677,0.6393154999999999,0.63851025,0.639647,0.00113675,0.602502,0.642894,0.613139615,0.642386055,0.5967,0.6433,Stutzerimonas_stutzeri,260,36,non-normal,0.6309997777777777,0.0137234499228128,0.6387405,0.62420225,0.6403332500000001,0.0161310000000001,0.596737,0.643314,0.5968110249999999,0.64325485,0.282051282051282,0.0101681512718816,0.0071302072649572
Completeness_Specific,non-normal,99.9993076923077,0.0026857061923234,100.0,100.0,100.0,0.0,99.98,100.0,99.99,100.0,95.89,100.0,Stutzerimonas_stutzeri,260,36,non-normal,99.2497222222222,0.8538653488405642,99.56,99.3925,99.6825,0.2900000000000062,95.89,99.81,96.05275,99.81,1.0,7.391766510979813e-47,0.7495854700854687
Contamination,non-normal,0.2276923076923076,0.3639421730514943,0.15,0.13,0.17,0.04,0.0,4.42,0.0,1.7281999999999993,0.0,2.53,Stutzerimonas_stutzeri,260,36,non-normal,0.3494444444444444,0.4667972700841605,0.225,0.02,0.4975,0.4775,0.02,2.53,0.02,2.2885000000000035,0.367948717948718,0.0002434026287154,0.1726923076923077
Total_Coding_Sequences,non-normal,4242.226923076923,177.63640058729368,4158.5,4139.0,4345.25,206.25,3972.0,5002.0,3986.015,4883.905,3986.02,4883.9,Stutzerimonas_stutzeri,260,36,normal,4329.305555555556,165.39562325333168,4317.0,4246.0,4421.25,175.25,3997.0,4693.0,3999.625,4690.375,0.5081196581196581,4.8210056073226194e-08,101.93333333333337
Genome_Size,non-normal,4578639.007692307,154770.2360149987,4520809.5,4508723.25,4669504.5,160781.25,4299938.0,5215861.0,4312085.74,5102876.449999998,4205356.0,5102876.45,Stutzerimonas_stutzeri,260,36,normal,4609805.444444444,186428.79317471385,4580552.5,4511879.25,4711901.5,200022.25,4205356.0,5066586.0,4220602.175,5060347.95,0.3568376068376068,0.0004187666002088,56620.71367521367
N50,non-normal,84335.37153652393,33467.16264245853,78486.0,56343.5,112816.75,56473.25,19841.0,195092.0,27365.76,193339.1,27365.76,193339.1,Campylobacter_upsaliensis,794,0,,,,,,,,,,,,,,
number,non-normal,69.26448362720403,24.699413571554675,64.0,50.0,84.0,34.0,28.0,188.0,32.0,165.13999999999987,32.0,165.14,Campylobacter_upsaliensis,794,0,,,,,,,,,,,,,,
longest,non-normal,199124.4017632242,62104.6624751085,191911.0,146858.5,247830.25,100971.75,64599.0,397613.0,83034.185,372093.72,83034.18,372093.72,Campylobacter_upsaliensis,794,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3475783664987405,0.0021163710077046,0.3477125,0.34622125,0.34924775,0.0030264999999999,0.34091,0.35121,0.34239606,0.351011595,0.3424,0.3511,Campylobacter_upsaliensis,794,2,insufficient_data,0.350668,0.0004159999999999,0.350668,0.35046,0.350876,0.000416,0.350252,0.351084,0.35025616,0.35107984,0.8942065491183879,0.0231029360639676,0.0030901599496221
Completeness_Specific,non-normal,99.99448362720403,0.0055478553681562,99.99,99.99,100.0,0.0100000000000051,99.97,100.0,99.98,100.0,98.19,100.0,Campylobacter_upsaliensis,794,2,insufficient_data,98.605,0.4149999999999991,98.605,98.3975,98.8125,0.4150000000000062,98.19,99.02,98.19415,99.01585,1.0,6.320912739799631e-06,1.389483627204031
Contamination,non-normal,0.2892695214105794,0.1981125558588847,0.22,0.12,0.43,0.31,0.02,1.08,0.03,0.7438499999999965,0.03,0.74,Campylobacter_upsaliensis,794,2,insufficient_data,0.325,0.0949999999999999,0.325,0.2775,0.3725,0.0949999999999999,0.23,0.42,0.23095,0.41905,0.5037783375314862,0.4943585853797282,0.1140176322418136
Total_Coding_Sequences,non-normal,1761.6360201511336,82.15976181036012,1751.0,1702.0,1816.75,114.75,1606.0,1998.0,1611.93,1974.175,1611.93,1974.17,Campylobacter_upsaliensis,794,2,insufficient_data,1712.5,13.5,1712.5,1705.75,1719.25,13.5,1699.0,1726.0,1699.135,1725.865,0.6322418136020151,0.2722480326159093,67.53652392947103
Genome_Size,non-normal,1666003.1221662469,57735.17065677724,1658721.0,1624411.25,1703661.5,79250.25,1554105.0,1832706.0,1561731.93,1817981.47,1561731.93,1817981.47,Campylobacter_upsaliensis,794,2,insufficient_data,1650250.0,21300.0,1650250.0,1639600.0,1660900.0,21300.0,1628950.0,1671550.0,1629163.0,1671337.0,0.4458438287153652,0.6962801428526287,33619.52267002519
N50,non-normal,222936.51666666663,218948.90526006988,134169.0,87262.5,270375.75,183113.25,28066.0,1173822.0,31606.845,1168706.19,31606.84,1168706.19,Stenotrophomonas_geniculata,120,0,,,,,,,,,,,,,,
number,non-normal,84.89166666666667,52.70006259220403,73.0,39.0,122.75,83.75,15.0,277.0,16.785,255.58000000000004,16.78,255.58,Stenotrophomonas_geniculata,120,0,,,,,,,,,,,,,,
longest,non-normal,550336.7833333333,340864.99228424206,431558.0,294870.75,718911.75,424041.0,96190.0,1782097.0,119486.63,1726589.4500000002,119486.63,1726589.45,Stenotrophomonas_geniculata,120,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6633773916666666,0.0026284164221568,0.6641765000000001,0.6626952500000001,0.6650982499999999,0.0024029999999998,0.657033,0.666825,0.657045495,0.666805365,0.657,0.6668,Stenotrophomonas_geniculata,120,5,insufficient_data,0.6645672,0.000963984315225,0.664651,0.664581,0.665097,0.000516,0.662811,0.665696,0.6628464000000001,0.6656840199999999,0.3833333333333333,0.3886979508383264,0.0013311583333333
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.0,100.0,Stenotrophomonas_geniculata,120,5,insufficient_data,99.216,0.1696584804835865,99.17,99.11,99.31,0.2000000000000028,99.0,99.49,99.0022,99.4864,1.0,8.52764732550062e-09,0.7840000000000004
Contamination,non-normal,0.3483333333333333,0.8140058694847082,0.0,0.0,0.04,0.04,0.0,2.61,0.0,2.61,0.0,2.61,Stenotrophomonas_geniculata,120,5,insufficient_data,0.3419999999999999,0.190934543757802,0.37,0.16,0.39,0.23,0.13,0.66,0.1306,0.6546000000000001,0.8166666666666667,0.0006884369685876,0.4661666666666666
Total_Coding_Sequences,non-normal,4250.15,267.20733678799564,4149.5,4059.75,4334.0,274.25,3967.0,4913.0,3968.785,4907.645,3968.78,4907.65,Stenotrophomonas_geniculata,120,5,insufficient_data,4159.0,60.824337234366965,4133.0,4130.0,4135.0,5.0,4117.0,4280.0,4117.26,4277.1,0.4166666666666667,0.2936949453756222,160.20000000000002
Genome_Size,non-normal,4686457.475,244636.93860610263,4594815.5,4514430.0,4768523.5,254093.5,4426476.0,5292737.0,4430698.12,5291737.4,4430698.12,5291737.4,Stenotrophomonas_geniculata,120,5,insufficient_data,4534032.8,67142.02098060498,4504923.0,4496331.0,4515978.0,19647.0,4486066.0,4666866.0,4486271.3,4663848.24,0.5416666666666666,0.0793882351085159,159172.9916666667
N50,non-normal,300977.7131903678,150460.78337735723,279995.0,190678.0,365583.0,174905.0,31652.0,1217813.0,63383.850000000006,810072.5500000023,63383.85,810072.55,Enterobacter_hormaechei,8347,0,,,,,,,,,,,,,,
number,non-normal,101.23002276266922,42.08919365336856,95.0,71.0,123.0,52.0,25.0,506.0,35.0,268.27000000000044,35.0,268.27,Enterobacter_hormaechei,8347,0,,,,,,,,,,,,,,
longest,non-normal,749588.1466395112,327252.4099837964,689128.0,502174.5,935155.0,432980.5,88353.0,2204162.0,198856.18,1853879.0300000035,198856.18,1853879.03,Enterobacter_hormaechei,8347,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5510962438001678,0.0028693811185442,0.551181,0.5489265,0.553383,0.0044564999999999,0.542862,0.559191,0.5448750600000001,0.55733554,0.5429,0.5577,Enterobacter_hormaechei,8347,455,non-normal,0.5501686659340659,0.0033027428997768,0.549788,0.54779,0.5527795,0.0049894999999999,0.542885,0.557652,0.543438,0.55716756,0.1669044744640767,5.6608501029199165e-11,0.0009392389959148
Completeness_Specific,non-normal,99.99995327662631,0.0033214035170605,100.0,100.0,100.0,0.0,99.7,100.0,100.0,100.0,97.07,100.0,Enterobacter_hormaechei,8347,455,non-normal,99.17191208791208,0.4376044590736426,99.27,99.12,99.41,0.289999999999992,97.07,99.82,97.237,99.75,0.9998801964777764,5e-324,0.8280411887142451
Contamination,non-normal,0.2773523421588594,0.3139529668726447,0.15,0.06,0.39,0.33,0.0,2.68,0.0,1.59,0.0,3.3,Enterobacter_hormaechei,8347,455,non-normal,1.3248791208791206,0.837705091636116,1.14,0.74,1.745,1.005,0.03,3.3,0.03,3.151900000000001,0.677470486863083,5.523355714276536e-195,1.0475267787202616
Total_Coding_Sequences,non-normal,4722.909548340721,236.099865237236,4719.0,4554.0,4900.0,346.0,4099.0,5480.0,4182.0,5252.27,4182.0,5680.0,Enterobacter_hormaechei,8347,455,normal,4917.094505494506,259.30042373669613,4925.0,4731.5,5084.5,353.0,4291.0,5680.0,4308.27,5573.06,0.3235313865480392,1.1897226226090731e-40,194.18495715378427
Genome_Size,non-normal,4969351.701689229,198889.5299648237,4962672.0,4822485.0,5121242.5,298757.5,4407058.0,5571002.0,4514585.34,5408157.0,4514131.0,5668552.0,Enterobacter_hormaechei,8347,455,normal,5058442.25934066,228726.36493624456,5063734.0,4896902.5,5214300.5,317398.0,4514131.0,5668552.0,4548015.1,5634682.970000001,0.1954977573043944,6.411853484329049e-15,89090.55765142967
N50,non-normal,121044.82300884956,44009.4305093384,103510.0,91262.0,155511.0,64249.0,38898.0,230759.0,45211.44,230759.0,45211.44,230759.0,Streptococcus_canis,113,0,,,,,,,,,,,,,,
number,non-normal,69.39823008849558,20.965010810475214,63.0,56.0,76.0,20.0,42.0,144.0,42.0,144.0,42.0,144.0,Streptococcus_canis,113,0,,,,,,,,,,,,,,
longest,non-normal,257370.4336283186,78718.89598273828,234430.0,192586.0,276962.0,84376.0,122547.0,453209.0,122547.0,447153.72,122547.0,447153.72,Streptococcus_canis,113,0,,,,,,,,,,,,,,
GC_Content,normal,0.3960767787610619,0.0007650706455264,0.395924,0.395612,0.39664,0.0010279999999999,0.394182,0.397777,0.39441328,0.397777,0.3944,0.3986,Streptococcus_canis,113,6,insufficient_data,0.3971205,0.000789306604981,0.3969825,0.39673125,0.3973485,0.00061725,0.396038,0.398602,0.396055075,0.398571875,0.612094395280236,0.0142621985635515,0.001043721238938
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.43,100.0,Streptococcus_canis,113,6,insufficient_data,99.52166666666666,0.0409945795874959,99.54,99.54,99.54,0.0,99.43,99.54,99.43275,99.54,1.0,5.763509067217447e-10,0.478333333333327
Contamination,non-normal,0.2879646017699115,0.1287321379793531,0.26,0.21,0.32,0.11,0.13,1.05,0.13,1.05,0.13,1.05,Streptococcus_canis,113,2,insufficient_data,0.26,0.13,0.26,0.195,0.325,0.13,0.13,0.39,0.1313,0.3887,0.4823008849557522,0.5874904652936688,0.0912389380530973
Total_Coding_Sequences,non-normal,2003.4601769911503,117.337500919751,1974.0,1915.0,2092.0,177.0,1788.0,2245.0,1788.0,2238.84,1788.0,2247.0,Streptococcus_canis,113,6,insufficient_data,2140.6666666666665,60.65659257015863,2140.0,2090.0,2167.5,77.5,2067.0,2247.0,2067.325,2245.075,0.672566371681416,0.0049876127968686,137.20648967551622
Genome_Size,non-normal,2076638.168141593,93441.07857185106,2057222.0,2014533.0,2139907.0,125374.0,1874202.0,2264288.0,1874633.2,2264286.88,1874633.2,2265274.0,Streptococcus_canis,113,6,insufficient_data,2161457.333333333,58002.86784193424,2166937.0,2119364.75,2177742.75,58378.0,2084744.0,2265274.0,2085290.75,2263098.1,0.6106194690265486,0.0152767997835336,85108.15044247787
