metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
Completeness_Specific,100.0,100.0,100.0,99.73,100.0,100.0,100.0,94.16,100.0,Stenotrophomonas_maltophilia
Contamination,0.19,0.01,0.61,0.0,3.98,2.6806,0.0,0.0,4.69,Stenotrophomonas_maltophilia
Total_Coding_Sequences,4389.0,4255.5,4494.0,3660.0,5733.0,4847.27,3737.91,3737.91,4847.27,Stenotrophomonas_maltophilia
Genome_Size,4802926.0,4695486.5,4901241.0,4118741.0,5995829.0,5205439.62,4196754.52,4120518.0,5205439.62,Stenotrophomonas_maltophilia
N50,47674.0,35238.0,57422.0,12351.0,116825.0,78040.42,18777.88,18777.88,78040.42,Neisseria_meningitidis
number,186.0,163.0,210.0,72.0,368.0,306.0,101.0,101.0,306.0,Neisseria_meningitidis
longest,154391.0,120635.0,176633.5,47785.0,391188.0,282981.49999999994,67734.74,67734.74,282981.5,Neisseria_meningitidis
GC_Content,0.517249,0.5158229999999999,0.518285,0.5117499999999999,0.523158,0.521412,0.51291116,0.5105,0.5214,Neisseria_meningitidis
Completeness_Specific,99.99,99.99,100.0,99.92,100.0,100.0,99.96,97.12,100.0,Neisseria_meningitidis
Contamination,0.0,0.0,0.01,0.0,0.58,0.12,0.0,0.0,2.47,Neisseria_meningitidis
Total_Coding_Sequences,2042.0,2009.0,2090.0,1893.0,2286.0,2201.0,1926.0,1926.0,2420.0,Neisseria_meningitidis
Genome_Size,2126679.0,2097130.0,2164264.5,1994401.0,2303681.0,2250575.02,2033458.67,2033458.67,2397461.0,Neisseria_meningitidis
N50,126065.0,94598.0,205734.0,13757.0,937629.0,800793.3099999978,19897.6,19897.6,800793.31,Acinetobacter_nosocomialis
number,96.0,70.5,128.5,26.0,622.0,433.1399999999997,29.61,29.61,433.14,Acinetobacter_nosocomialis
longest,357429.0,272417.5,514280.0,48346.0,1903184.0,1873802.0,73910.96,73910.96,1873802.0,Acinetobacter_nosocomialis
GC_Content,0.387167,0.386812,0.3876665,0.383046,0.391792,0.39058526,0.38471648,0.3847,0.3906,Acinetobacter_nosocomialis
Completeness_Specific,100.0,100.0,100.0,99.98,100.0,100.0,99.98,89.32,100.0,Acinetobacter_nosocomialis
Contamination,0.07,0.01,0.24,0.0,1.29,1.0233999999999992,0.0,0.0,6.87,Acinetobacter_nosocomialis
Total_Coding_Sequences,3781.0,3676.5,3899.5,3460.0,4283.0,4182.269999999999,3521.15,3521.15,4182.27,Acinetobacter_nosocomialis
Genome_Size,3966030.0,3907186.5,4075281.5,3681961.0,4409017.0,4326383.2,3755974.19,3755974.19,4344035.0,Acinetobacter_nosocomialis
N50,51782.0,48659.75,69084.25,21313.0,188316.0,187757.06,27331.1,27331.1,187757.06,Pseudomonas_avellanae
number,379.5,252.0,397.0,144.0,573.0,515.865,169.0,169.0,515.86,Pseudomonas_avellanae
longest,159084.5,141956.0,224555.0,75496.0,467212.0,458683.395,103752.34,103752.34,458683.4,Pseudomonas_avellanae
GC_Content,0.5847519999999999,0.584446,0.58528425,0.5822930000000001,0.588947,0.58887495,0.582548215,0.5825,0.5889,Pseudomonas_avellanae
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,98.5,100.0,Pseudomonas_avellanae
Contamination,0.37,0.33,0.43,0.03,1.73,1.2046000000000003,0.06135,0.06,1.2,Pseudomonas_avellanae
Total_Coding_Sequences,5797.0,5704.0,5894.0,5153.0,6380.0,6131.06,5165.135,5165.14,6131.06,Pseudomonas_avellanae
Genome_Size,6298743.0,6242747.75,6323354.5,5720640.0,6676990.0,6507806.19,5741036.215,5741036.22,6576340.0,Pseudomonas_avellanae
N50,449430.0,348722.0,888443.0,148982.0,980046.0,979907.2,153327.2,153327.2,979907.2,Bacillus_altitudinis
number,39.0,28.0,49.0,18.0,79.0,77.79999999999998,18.4,18.4,77.8,Bacillus_altitudinis
longest,900597.0,683427.0,970339.0,334409.0,1087658.0,1072627.1999999995,338210.6,338210.6,1072627.2,Bacillus_altitudinis
GC_Content,0.412572,0.412139,0.4128179999999999,0.411173,0.414203,0.4140246,0.4112698,0.4095,0.4154,Bacillus_altitudinis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.59,100.0,Bacillus_altitudinis
Contamination,0.01,0.0,0.02,0.0,0.27,0.27,0.0,0.0,0.59,Bacillus_altitudinis
Total_Coding_Sequences,3767.0,3742.0,3820.0,3680.0,4010.0,3993.6,3681.2,3681.2,4197.0,Bacillus_altitudinis
Genome_Size,3715392.0,3692497.0,3749780.0,3639775.0,3886896.0,3878867.6,3639950.2,3639950.2,3955013.0,Bacillus_altitudinis
N50,147802.0,104996.0,175629.0,21048.0,312444.0,293291.65,27684.9,27684.9,293291.65,Aliarcobacter_butzleri
number,47.0,35.0,65.5,17.0,192.0,190.85,18.15,18.15,190.85,Aliarcobacter_butzleri
longest,333206.0,238284.5,443049.0,104648.0,605019.0,559267.95,107719.2,107719.2,559267.95,Aliarcobacter_butzleri
GC_Content,0.269159,0.2685555,0.269795,0.266659,0.272847,0.27227445,0.2673182,0.2673,0.2723,Aliarcobacter_butzleri
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.72,100.0,Aliarcobacter_butzleri
Contamination,0.17,0.14,0.25,0.07,1.51,1.2064999999999984,0.0715,0.07,9.57,Aliarcobacter_butzleri
Total_Coding_Sequences,2242.0,2175.5,2334.0,2085.0,2711.0,2619.0,2087.15,2087.15,2619.0,Aliarcobacter_butzleri
Genome_Size,2214938.0,2161248.5,2306925.5,2031831.0,2579744.0,2513129.3999999994,2032910.85,2032910.85,2513129.4,Aliarcobacter_butzleri
N50,203199.0,187806.0,228071.0,125591.0,369223.0,356798.7200000001,129110.56,129110.56,356798.72,Burkholderia_stagnalis
number,129.0,119.0,148.0,85.0,242.0,231.00000000000009,87.64,87.64,231.0,Burkholderia_stagnalis
longest,534034.0,503466.0,673528.0,360206.0,1088933.0,1038485.2400000002,360558.44,360558.44,1038485.24,Burkholderia_stagnalis
GC_Content,0.676307,0.675299,0.677026,0.672137,0.677672,0.6775906,0.67217176,0.6722,0.6776,Burkholderia_stagnalis
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,99.72,100.0,Burkholderia_stagnalis
Contamination,0.65,0.47,0.86,0.11,1.35,1.3456,0.11,0.11,1.35,Burkholderia_stagnalis
Total_Coding_Sequences,6843.0,6732.0,6989.0,6614.0,7317.0,7298.08,6647.44,6647.44,7298.08,Burkholderia_stagnalis
Genome_Size,7692943.0,7561545.0,7856533.0,7397044.0,8188760.0,8179586.0,7451221.2,7451221.2,8179586.0,Burkholderia_stagnalis
N50,102173.0,70880.0,250859.0,25490.0,708103.0,639449.5,34638.0,34638.0,639449.5,Yersinia_enterocolitica
number,145.0,68.0,186.0,24.0,385.0,330.0,31.0,31.0,330.0,Yersinia_enterocolitica
longest,305758.0,218740.0,613531.0,84266.0,1359452.0,1128342.0,122406.5,122406.5,1128342.0,Yersinia_enterocolitica
GC_Content,0.470338,0.469126,0.471699,0.466116,0.4762639999999999,0.4744589999999999,0.4673695,0.4674,0.4745,Yersinia_enterocolitica
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,100.0,91.5,100.0,Yersinia_enterocolitica
Contamination,0.07,0.01,0.25,0.0,1.15,0.63,0.0,0.0,4.49,Yersinia_enterocolitica
Total_Coding_Sequences,4230.0,4158.0,4362.0,3953.0,5023.0,4824.5,4022.0,4022.0,4903.0,Yersinia_enterocolitica
Genome_Size,4582708.0,4502537.0,4752643.0,4367571.0,5303925.0,5107213.5,4392257.5,4392257.5,5149746.0,Yersinia_enterocolitica
N50,181324.0,84839.0,412844.0,16298.0,695919.0,675428.6099999996,52189.48,52189.48,675428.61,Mammaliicoccus_sciuri
number,62.0,38.0,121.0,20.0,379.0,319.6599999999987,21.11,21.11,319.66,Mammaliicoccus_sciuri
longest,428925.0,236429.5,670602.5,93307.0,1419220.0,1396536.3699999996,134965.25,134965.25,1396536.37,Mammaliicoccus_sciuri
GC_Content,0.324392,0.3239395,0.325035,0.322621,0.326714,0.32663781,0.32278066,0.3228,0.3282,Mammaliicoccus_sciuri
Completeness_Specific,99.82,99.49,99.92,97.8,100.0,99.99,98.1711,96.92,99.99,Mammaliicoccus_sciuri
Contamination,0.21,0.14,0.34,0.01,1.51,1.15,0.01,0.01,4.37,Mammaliicoccus_sciuri
Total_Coding_Sequences,2786.0,2713.0,2892.0,2595.0,3214.0,3112.12,2615.33,2615.33,3173.0,Mammaliicoccus_sciuri
Genome_Size,2783526.0,2660125.5,2903883.5,2555675.0,3113284.0,3038680.79,2571994.32,2571994.32,3108824.0,Mammaliicoccus_sciuri
N50,130378.0,62585.0,205782.0,10504.0,665723.0,592602.0000000002,18788.21,18788.21,592602.0,Bacillus_thuringiensis
number,194.0,125.5,321.5,51.0,1014.0,905.7900000000006,52.99,52.99,905.79,Bacillus_thuringiensis
longest,433083.0,302134.0,702080.5,84646.0,1604903.0,1462298.370000001,122601.11,122601.11,1462298.37,Bacillus_thuringiensis
GC_Content,0.349182,0.348593,0.350288,0.3456309999999999,0.354933,0.35387643,0.34572624,0.3457,0.3552,Bacillus_thuringiensis
Completeness_Specific,100.0,100.0,100.0,99.98,100.0,100.0,100.0,91.61,100.0,Bacillus_thuringiensis
Contamination,0.09,0.0,0.66,0.0,2.95,2.7801000000000005,0.0,0.0,4.28,Bacillus_thuringiensis
Total_Coding_Sequences,6224.0,5931.0,6489.5,5150.0,7254.0,7208.02,5189.79,5189.79,7208.02,Bacillus_thuringiensis
Genome_Size,6029677.0,5753180.5,6251947.5,5036360.0,6928881.0,6858130.47,5095864.1,5095864.1,6870591.0,Bacillus_thuringiensis
N50,310245.0,201309.0,473417.0,25203.0,1277193.0,1277193.0,25902.46,25902.46,1277193.0,Staphylococcus_warneri
number,47.0,37.0,64.0,19.0,239.0,198.82000000000036,20.64,20.64,198.82,Staphylococcus_warneri
longest,610451.0,437589.0,688350.0,82609.0,1277193.0,1277193.0,91002.52,91002.52,1277193.0,Staphylococcus_warneri
GC_Content,0.325568,0.325042,0.325936,0.324252,0.327918,0.32791308,0.32425938,0.3243,0.3284,Staphylococcus_warneri
Completeness_Specific,100.0,99.99,100.0,99.99,100.0,100.0,99.99,96.79,100.0,Staphylococcus_warneri
Contamination,0.19,0.09,0.31,0.01,0.98,0.9718,0.01,0.01,0.97,Staphylococcus_warneri
Total_Coding_Sequences,2451.0,2415.0,2504.0,2203.0,2652.0,2642.16,2246.46,2246.46,2728.0,Staphylococcus_warneri
Genome_Size,2525107.0,2486939.0,2569432.0,2306594.0,2672186.0,2656205.02,2333395.7,2333395.7,2780266.0,Staphylococcus_warneri
N50,85521.0,61918.0,120688.0,14147.0,380919.0,269432.73999999795,24564.28,24564.28,269432.74,Streptococcus_pneumoniae
number,78.0,59.0,102.0,16.0,441.0,215.0,28.0,28.0,215.0,Streptococcus_pneumoniae
longest,226864.0,172363.0,305786.0,43742.0,793994.0,618667.7999999999,75206.92,75206.92,618667.8,Streptococcus_pneumoniae
GC_Content,0.3960669999999999,0.395495,0.3967819999999999,0.39059,0.402481,0.3981981799999999,0.393717,0.3937,0.3994,Streptococcus_pneumoniae
Completeness_Specific,100.0,100.0,100.0,99.97,100.0,100.0,99.99,97.02,100.0,Streptococcus_pneumoniae
Contamination,0.16,0.1,0.25,0.0,3.68,0.92,0.02,0.02,2.73,Streptococcus_pneumoniae
Total_Coding_Sequences,2101.0,2057.0,2155.0,1893.0,2522.0,2349.0,1961.0,1961.0,2417.0,Streptococcus_pneumoniae
Genome_Size,2081351.0,2046421.0,2118079.0,1903720.0,2362632.0,2242975.18,1966485.46,1966485.46,2310574.0,Streptococcus_pneumoniae
N50,107988.0,80511.0,117561.0,21426.0,507584.0,447311.0899999999,24125.73,24125.73,447311.09,Bacteroides_stercoris
number,122.0,106.0,160.5,37.0,436.0,352.56999999999977,45.91,45.91,352.57,Bacteroides_stercoris
longest,268799.0,245000.0,342500.0,91548.0,821640.0,813460.62,93068.37,93068.37,813460.62,Bacteroides_stercoris
GC_Content,0.4598449999999999,0.458729,0.4601699999999999,0.455376,0.464592,0.46400718,0.45538248,0.4554,0.464,Bacteroides_stercoris
Completeness_Specific,99.41,99.16,99.865,93.24,99.99,99.99,93.402,92.09,99.99,Bacteroides_stercoris
Contamination,0.33,0.17,0.665,0.06,4.15,3.267099999999997,0.0924,0.09,9.66,Bacteroides_stercoris
Total_Coding_Sequences,3348.0,3203.5,3586.5,2821.0,4143.0,4064.43,2909.29,2909.29,4096.0,Bacteroides_stercoris
Genome_Size,3909953.0,3766212.0,4081994.5,3433716.0,4600004.0,4477804.159999999,3474255.69,3474255.69,4734765.0,Bacteroides_stercoris
N50,113289.0,73741.5,119171.5,31769.0,420585.0,408958.4499999999,33629.95,33629.95,408958.45,Vibrio_anguillarum
number,157.0,137.0,208.5,80.0,378.0,339.64999999999964,85.2,85.2,339.65,Vibrio_anguillarum
longest,312011.0,250635.0,477739.5,98393.0,918223.0,798807.5999999989,99524.0,99524.0,798807.6,Vibrio_anguillarum
GC_Content,0.443937,0.4437425,0.445289,0.441657,0.448366,0.44724995,0.44181105,0.4418,0.4472,Vibrio_anguillarum
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,96.89,100.0,Vibrio_anguillarum
Contamination,0.3,0.07,0.35,0.0,0.72,0.7004999999999998,0.0,0.0,1.23,Vibrio_anguillarum
Total_Coding_Sequences,3765.0,3704.5,3788.5,3353.0,4327.0,4281.5,3415.4,3415.4,4584.0,Vibrio_anguillarum
Genome_Size,4169268.0,4075021.0,4201280.0,3768391.0,4570719.0,4500058.149999999,3815753.9,3815753.9,4897690.0,Vibrio_anguillarum
N50,215606.0,141177.5,260810.75,9450.0,683163.0,634028.9949999998,21739.18,21739.18,634028.99,Burkholderia_contaminans
number,122.0,104.75,177.25,38.0,1550.0,1134.3799999999983,51.015,51.02,1134.38,Burkholderia_contaminans
longest,688315.5,416207.0,986234.0,77555.0,1777069.0,1617236.3549999995,81379.13500000001,81379.14,1617236.35,Burkholderia_contaminans
GC_Content,0.663628,0.6622962499999999,0.6660772500000001,0.657123,0.7270319999999999,0.7216022599999999,0.657208895,0.6572,0.7216,Burkholderia_contaminans
Completeness_Specific,100.0,100.0,100.0,99.61,100.0,100.0,99.8312,93.76,100.0,Burkholderia_contaminans
Contamination,0.635,0.1475,1.14,0.0,2.97,2.618949999999999,0.0,0.0,2.62,Burkholderia_contaminans
Total_Coding_Sequences,7784.0,7473.5,7951.75,5138.0,10322.0,9261.414999999995,5989.955,5989.96,9261.41,Burkholderia_contaminans
Genome_Size,8505607.5,8231155.5,8751170.0,5629333.0,10592785.0,10048221.394999996,6227235.83,6227235.83,10048221.39,Burkholderia_contaminans
N50,350919.5,238208.5,554071.25,38428.0,1232659.0,1229680.99,59370.205,59370.2,1229680.99,Serratia_liquefaciens
number,62.5,47.0,87.25,26.0,306.0,302.085,27.74,27.74,302.08,Serratia_liquefaciens
longest,1049088.5,657512.0,1896962.5,152297.0,2599009.0,2599006.39,173755.55,173755.55,2599006.39,Serratia_liquefaciens
GC_Content,0.5537380000000001,0.55244475,0.55497175,0.549281,0.557126,0.55685804,0.5493854,0.5494,0.5569,Serratia_liquefaciens
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,Serratia_liquefaciens
Contamination,0.08,0.05,0.1675,0.01,0.81,0.7534499999999997,0.01,0.01,2.47,Serratia_liquefaciens
Total_Coding_Sequences,4977.5,4828.75,5104.5,4667.0,5389.0,5372.47,4667.435,4667.44,5799.0,Serratia_liquefaciens
Genome_Size,5318004.0,5232813.0,5425202.5,5101320.0,5684340.0,5677117.695,5113961.1,5113961.1,5991142.0,Serratia_liquefaciens
N50,188151.0,144300.75,230461.0,23367.0,384850.0,378465.8349999999,35912.775,35912.78,378465.83,Parabacteroides_goldsteinii
number,123.0,92.0,171.0,53.0,767.0,605.4949999999981,61.325,61.32,605.49,Parabacteroides_goldsteinii
longest,520212.0,378231.5,662460.25,107312.0,1063299.0,974433.5099999988,142543.95500000002,142543.96,974433.51,Parabacteroides_goldsteinii
GC_Content,0.434632,0.433971,0.43535825,0.431916,0.437882,0.43787645,0.43194042,0.4319,0.4379,Parabacteroides_goldsteinii
Completeness_Specific,99.98,99.95,99.99,99.71,100.0,100.0,99.7766,96.46,100.0,Parabacteroides_goldsteinii
Contamination,1.3,0.9275,1.8125,0.57,2.83,2.7744999999999997,0.5922,0.59,4.42,Parabacteroides_goldsteinii
Total_Coding_Sequences,5439.5,5238.25,5538.75,5008.0,6259.0,6250.675,5025.205,5025.2,6250.68,Parabacteroides_goldsteinii
Genome_Size,6698223.5,6556844.0,6807976.25,6350722.0,7541214.0,7541106.33,6364510.975,6364510.98,7541106.33,Parabacteroides_goldsteinii
N50,151257.0,125587.5,184644.0,69957.0,304550.0,299166.82500000007,70877.55,70877.55,299166.83,Limosilactobacillus_mucosae
number,66.5,56.0,83.0,31.0,107.0,106.05,32.9,32.9,106.05,Limosilactobacillus_mucosae
longest,321434.5,259331.25,436894.25,173961.0,563344.0,550746.0500000002,184709.3,184709.3,550746.05,Limosilactobacillus_mucosae
GC_Content,0.4666585,0.4649729999999999,0.4676555,0.46262,0.469339,0.46913665,0.4628271,0.461,0.4691,Limosilactobacillus_mucosae
Completeness_Specific,99.97,99.94,99.98,99.82,100.0,100.0,99.82,97.66,100.0,Limosilactobacillus_mucosae
Contamination,0.2,0.08,0.3025,0.03,0.77,0.7320000000000004,0.03,0.03,0.84,Limosilactobacillus_mucosae
Total_Coding_Sequences,1957.0,1864.5,2019.25,1772.0,2189.0,2173.8,1772.0,1772.0,2336.0,Limosilactobacillus_mucosae
Genome_Size,2066275.5,1991348.75,2165222.75,1882947.0,2353560.0,2318063.725000001,1883073.35,1883073.35,2434610.0,Limosilactobacillus_mucosae
N50,226335.0,191165.5,267491.5,20679.0,598878.0,520075.0,27843.21,27843.21,520075.0,Proteus_mirabilis
number,86.0,71.0,110.0,32.0,579.0,323.33999999999924,39.61,39.61,323.34,Proteus_mirabilis
longest,512655.0,400266.0,633763.5,58344.0,1596279.0,1228625.0699999996,94787.64,94787.64,1228625.07,Proteus_mirabilis
GC_Content,0.387462,0.386385,0.388955,0.378419,0.396256,0.39450868,0.38375821,0.3838,0.3973,Proteus_mirabilis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.39,100.0,Proteus_mirabilis
Contamination,0.28,0.22,0.355,0.07,1.57,0.9694999999999936,0.13,0.13,11.33,Proteus_mirabilis
Total_Coding_Sequences,3645.0,3550.5,3758.0,3257.0,4287.0,4082.78,3310.61,3310.61,4420.0,Proteus_mirabilis
Genome_Size,3996856.0,3922077.5,4083281.0,3668667.0,4412534.0,4325876.84,3729326.01,3729326.01,4587183.0,Proteus_mirabilis
N50,388942.0,259577.5,597304.5,22440.0,845187.0,637085.8000000002,31450.1,31450.1,637085.8,Staphylococcus_xylosus
number,33.0,28.0,45.0,18.0,277.0,221.3000000000003,19.0,19.0,221.3,Staphylococcus_xylosus
longest,823160.0,624384.5,836372.0,68171.0,1399553.0,1377571.0,97170.8,97170.8,1377571.0,Staphylococcus_xylosus
GC_Content,0.326571,0.325937,0.326635,0.323815,0.327746,0.32754915,0.32397655,0.324,0.3297,Staphylococcus_xylosus
Completeness_Specific,99.99,99.99,100.0,99.95,100.0,100.0,99.95,97.82,100.0,Staphylococcus_xylosus
Contamination,0.1,0.05,0.1,0.0,0.68,0.6575000000000006,0.0,0.0,1.81,Staphylococcus_xylosus
Total_Coding_Sequences,2603.0,2592.0,2676.5,2520.0,2869.0,2852.55,2531.8,2531.8,2884.0,Staphylococcus_xylosus
Genome_Size,2789712.0,2783722.5,2842299.0,2725887.0,2999651.0,2983491.5000000005,2731052.0,2731052.0,2983491.5,Staphylococcus_xylosus
N50,268309.0,240224.0,512593.5,94830.0,687818.0,687817.55,104257.05,104257.05,687817.55,Streptococcus_gordonii
number,22.0,19.0,28.5,12.0,65.0,60.04999999999997,12.0,12.0,60.05,Streptococcus_gordonii
longest,578812.0,441917.0,662043.0,220892.0,1006451.0,1002499.55,228132.05,228132.05,1002499.55,Streptococcus_gordonii
GC_Content,0.4046079999999999,0.4040005,0.4052745,0.4012469999999999,0.406402,0.4063966,0.40179735,0.4018,0.4068,Streptococcus_gordonii
Completeness_Specific,100.0,99.99,100.0,99.98,100.0,100.0,99.98,99.23,100.0,Streptococcus_gordonii
Contamination,0.06,0.03,0.11,0.01,0.64,0.491499999999999,0.01,0.01,0.49,Streptococcus_gordonii
Total_Coding_Sequences,2100.0,2068.0,2144.5,2003.0,2289.0,2277.75,2010.2,2010.2,2277.75,Streptococcus_gordonii
Genome_Size,2192095.0,2163412.5,2229727.0,2092684.0,2336295.0,2322064.65,2106325.75,2106325.75,2322064.65,Streptococcus_gordonii
N50,124174.0,94239.25,160861.75,17994.0,313341.0,253025.8999999999,24618.395,24618.4,253025.9,Burkholderia_mallei
number,198.0,178.0,227.0,97.0,988.0,681.6149999999998,123.0,123.0,681.61,Burkholderia_mallei
longest,362185.0,268285.75,480986.75,93962.0,1068534.0,824978.8349999998,104762.16,104762.16,824978.83,Burkholderia_mallei
GC_Content,0.68169,0.6810670000000001,0.6823135,0.6777209999999999,0.6846840000000001,0.683284,0.67866077,0.6787,0.6851,Burkholderia_mallei
Completeness_Specific,100.0,100.0,100.0,99.87,100.0,100.0,100.0,94.02,100.0,Burkholderia_mallei
Contamination,1.47,1.31,1.67,0.31,4.99,4.106149999999998,0.53385,0.53,5.37,Burkholderia_mallei
Total_Coding_Sequences,5988.0,5931.0,6064.0,5530.0,6624.0,6463.844999999999,5797.0,4756.0,6463.84,Burkholderia_mallei
Genome_Size,7139814.5,7084770.0,7194749.25,6638137.0,7549199.0,7423264.945,6926513.45,5232401.0,7423264.94,Burkholderia_mallei
N50,269066.0,210279.0,383351.0,62688.0,677353.0,664591.13,79025.22,79025.22,664591.13,Burkholderia_cepacia
number,116.5,101.0,151.0,46.0,446.0,352.1950000000003,51.14,51.14,352.2,Burkholderia_cepacia
longest,765977.0,570102.5,979872.0,218325.0,1742183.0,1595553.5250000004,254028.855,254028.86,1595553.53,Burkholderia_cepacia
GC_Content,0.6652335,0.6626097500000001,0.6674834999999999,0.658481,0.6718600000000001,0.670293685,0.658512225,0.6585,0.6703,Burkholderia_cepacia
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,94.42,100.0,Burkholderia_cepacia
Contamination,0.165,0.04,0.76,0.0,2.06,1.9943,0.0,0.0,4.35,Burkholderia_cepacia
Total_Coding_Sequences,7872.0,7596.25,8093.5,6432.0,8774.0,8770.145,6439.285,5979.0,8770.14,Burkholderia_cepacia
Genome_Size,8686559.5,8397806.5,8883210.5,7095021.0,9455608.0,9452113.725,7096207.35,6467321.0,9452113.72,Burkholderia_cepacia
N50,344509.0,260881.0,376176.0,40119.0,435596.0,435581.6,45694.8,45694.8,435581.6,Erwinia_amylovora
number,89.0,78.0,95.0,48.0,239.0,191.60000000000045,51.0,51.0,191.6,Erwinia_amylovora
longest,557716.0,461446.0,837420.0,100281.0,1029547.0,990047.2000000004,129160.8,129160.8,990047.2,Erwinia_amylovora
GC_Content,0.535449,0.5352239999999999,0.53552,0.533278,0.5363859999999999,0.5362228,0.5334136,0.5334,0.5373,Erwinia_amylovora
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.4,100.0,Erwinia_amylovora
Contamination,0.16,0.15,0.18,0.12,0.77,0.7040000000000006,0.12,0.12,0.91,Erwinia_amylovora
Total_Coding_Sequences,3454.0,3443.0,3516.0,3417.0,3588.0,3573.6000000000004,3417.6,3417.6,3582.0,Erwinia_amylovora
Genome_Size,3802885.0,3800856.0,3866232.0,3703322.0,3898964.0,3898380.2,3717225.2,3717225.2,3905604.0,Erwinia_amylovora
N50,355755.0,257802.5,528583.5,47919.0,1550602.0,1510127.32,58668.73,58668.73,1510127.32,Bifidobacterium_pseudocatenulatum
